track_id,sample_id,instrument,genre,vggish_filename,openl3_filename
2345,1,voi,pop_roc,irmas-vggish/[voi][pop_roc]2345__1.json,irmas-openl3/[voi][pop_roc]2345__1.npz
2046,1,tru,pop_roc,irmas-vggish/[tru][pop_roc]2046__1.json,irmas-openl3/[tru][pop_roc]2046__1.npz
2450,3,voi,cou_fol,irmas-vggish/236__[voi][nod][cou_fol]2450__3.json,irmas-openl3/236__[voi][nod][cou_fol]2450__3.npz
2450,3,nod,cou_fol,irmas-vggish/236__[voi][nod][cou_fol]2450__3.json,irmas-openl3/236__[voi][nod][cou_fol]2450__3.npz
1884,3,tru,jaz_blu,irmas-vggish/[tru][jaz_blu]1884__3.json,irmas-openl3/[tru][jaz_blu]1884__3.npz
0615,3,gac,cla,irmas-vggish/[gac][cla]0615__3.json,irmas-openl3/[gac][cla]0615__3.npz
1950,2,tru,pop_roc,irmas-vggish/[tru][pop_roc]1950__2.json,irmas-openl3/[tru][pop_roc]1950__2.npz
1483,1,pia,jaz_blu,irmas-vggish/[pia][jaz_blu]1483__1.json,irmas-openl3/[pia][jaz_blu]1483__1.npz
1019,3,gel,pop_roc,irmas-vggish/[gel][pop_roc]1019__3.json,irmas-openl3/[gel][pop_roc]1019__3.npz
2355,1,voi,pop_roc,irmas-vggish/[voi][pop_roc]2355__1.json,irmas-openl3/[voi][pop_roc]2355__1.npz
2252,3,vio,pop_roc,irmas-vggish/[vio][pop_roc]2252__3.json,irmas-openl3/[vio][pop_roc]2252__3.npz
2456,1,voi,lat_sou,irmas-vggish/200__[voi][dru][lat_sou]2456__1.json,irmas-openl3/200__[voi][dru][lat_sou]2456__1.npz
2456,1,dru,lat_sou,irmas-vggish/200__[voi][dru][lat_sou]2456__1.json,irmas-openl3/200__[voi][dru][lat_sou]2456__1.npz
1118,1,org,jaz_blu,irmas-vggish/227__[org][dru][jaz_blu]1118__1.json,irmas-openl3/227__[org][dru][jaz_blu]1118__1.npz
1118,1,dru,jaz_blu,irmas-vggish/227__[org][dru][jaz_blu]1118__1.json,irmas-openl3/227__[org][dru][jaz_blu]1118__1.npz
2210,2,vio,cla,irmas-vggish/110__[vio][nod][cla]2210__2.json,irmas-openl3/110__[vio][nod][cla]2210__2.npz
2210,2,nod,cla,irmas-vggish/110__[vio][nod][cla]2210__2.json,irmas-openl3/110__[vio][nod][cla]2210__2.npz
1493,1,pia,jaz_blu,irmas-vggish/[pia][jaz_blu]1493__1.json,irmas-openl3/[pia][jaz_blu]1493__1.npz
0286,2,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0286__2.json,irmas-openl3/[cla][jaz_blu]0286__2.npz
2510,1,voi,pop_roc,irmas-vggish/[voi][pop_roc]2510__1.json,irmas-openl3/[voi][pop_roc]2510__1.npz
1144,2,org,pop_roc,irmas-vggish/[org][pop_roc]1144__2.json,irmas-openl3/[org][pop_roc]1144__2.npz
1090,3,org,jaz_blu,irmas-vggish/[org][jaz_blu]1090__3.json,irmas-openl3/[org][jaz_blu]1090__3.npz
0996,1,gel,jaz_blu,irmas-vggish/[gel][jaz_blu]0996__1.json,irmas-openl3/[gel][jaz_blu]0996__1.npz
2025,2,tru,jaz_blu,irmas-vggish/[tru][jaz_blu]2025__2.json,irmas-openl3/[tru][jaz_blu]2025__2.npz
1933,1,tru,jaz_blu,irmas-vggish/[tru][jaz_blu]1933__1.json,irmas-openl3/[tru][jaz_blu]1933__1.npz
0778,3,gel,jaz_blu,irmas-vggish/097__[gel][dru][jaz_blu]0778__3.json,irmas-openl3/097__[gel][dru][jaz_blu]0778__3.npz
0778,3,dru,jaz_blu,irmas-vggish/097__[gel][dru][jaz_blu]0778__3.json,irmas-openl3/097__[gel][dru][jaz_blu]0778__3.npz
0065,3,cel,pop_roc,irmas-vggish/[cel][pop_roc]0065__3.json,irmas-openl3/[cel][pop_roc]0065__3.npz
1534,3,pia,jaz_blu,irmas-vggish/[pia][jaz_blu]1534__3.json,irmas-openl3/[pia][jaz_blu]1534__3.npz
1379,3,pia,cla,irmas-vggish/178__[pia][nod][cla]1379__3.json,irmas-openl3/178__[pia][nod][cla]1379__3.npz
1379,3,nod,cla,irmas-vggish/178__[pia][nod][cla]1379__3.json,irmas-openl3/178__[pia][nod][cla]1379__3.npz
0741,2,gel,pop_roc,irmas-vggish/[gel][pop_roc]0741__2.json,irmas-openl3/[gel][pop_roc]0741__2.npz
0234,2,cla,cla,irmas-vggish/145__[cla][nod][cla]0234__2.json,irmas-openl3/145__[cla][nod][cla]0234__2.npz
0234,2,nod,cla,irmas-vggish/145__[cla][nod][cla]0234__2.json,irmas-openl3/145__[cla][nod][cla]0234__2.npz
2500,1,voi,pop_roc,irmas-vggish/[voi][pop_roc]2500__1.json,irmas-openl3/[voi][pop_roc]2500__1.npz
0420,3,flu,pop_roc,irmas-vggish/093__[flu][dru][pop_roc]0420__3.json,irmas-openl3/093__[flu][dru][pop_roc]0420__3.npz
0420,3,dru,pop_roc,irmas-vggish/093__[flu][dru][pop_roc]0420__3.json,irmas-openl3/093__[flu][dru][pop_roc]0420__3.npz
1393,1,pia,cla,irmas-vggish/219__[pia][nod][cla]1393__1.json,irmas-openl3/219__[pia][nod][cla]1393__1.npz
1393,1,nod,cla,irmas-vggish/219__[pia][nod][cla]1393__1.json,irmas-openl3/219__[pia][nod][cla]1393__1.npz
2292,2,voi,pop_roc,irmas-vggish/135__[voi][dru][pop_roc]2292__2.json,irmas-openl3/135__[voi][dru][pop_roc]2292__2.npz
2292,2,dru,pop_roc,irmas-vggish/135__[voi][dru][pop_roc]2292__2.json,irmas-openl3/135__[voi][dru][pop_roc]2292__2.npz
0953,3,gel,pop_roc,irmas-vggish/211__[gel][dru][pop_roc]0953__3.json,irmas-openl3/211__[gel][dru][pop_roc]0953__3.npz
0953,3,dru,pop_roc,irmas-vggish/211__[gel][dru][pop_roc]0953__3.json,irmas-openl3/211__[gel][dru][pop_roc]0953__3.npz
0500,3,flu,jaz_blu,irmas-vggish/[flu][jaz_blu]0500__3.json,irmas-openl3/[flu][jaz_blu]0500__3.npz
2422,2,voi,cou_fol,irmas-vggish/209__[voi][nod][cou_fol]2422__2.json,irmas-openl3/209__[voi][nod][cou_fol]2422__2.npz
2422,2,nod,cou_fol,irmas-vggish/209__[voi][nod][cou_fol]2422__2.json,irmas-openl3/209__[voi][nod][cou_fol]2422__2.npz
1524,3,pia,jaz_blu,irmas-vggish/[pia][jaz_blu]1524__3.json,irmas-openl3/[pia][jaz_blu]1524__3.npz
2175,3,vio,cla,irmas-vggish/103__[vio][nod][cla]2175__3.json,irmas-openl3/103__[vio][nod][cla]2175__3.npz
2175,3,nod,cla,irmas-vggish/103__[vio][nod][cla]2175__3.json,irmas-openl3/103__[vio][nod][cla]2175__3.npz
0173,1,cla,cla,irmas-vggish/[cla][cla]0173__1.json,irmas-openl3/[cla][cla]0173__1.npz
1402,2,pia,cla,irmas-vggish/131__[pia][nod][cla]1402__2.json,irmas-openl3/131__[pia][nod][cla]1402__2.npz
1402,2,nod,cla,irmas-vggish/131__[pia][nod][cla]1402__2.json,irmas-openl3/131__[pia][nod][cla]1402__2.npz
1617,1,sax,pop_roc,irmas-vggish/[sax][pop_roc]1617__1.json,irmas-openl3/[sax][pop_roc]1617__1.npz
0376,3,flu,cla,irmas-vggish/[flu][cla]0376__3.json,irmas-openl3/[flu][cla]0376__3.npz
0775,2,flu,jaz_blu,irmas-vggish/058__[flu][nod][jaz_blu]0775__2.json,irmas-openl3/058__[flu][nod][jaz_blu]0775__2.npz
0775,2,nod,jaz_blu,irmas-vggish/058__[flu][nod][jaz_blu]0775__2.json,irmas-openl3/058__[flu][nod][jaz_blu]0775__2.npz
1945,3,tru,jaz_blu,irmas-vggish/[tru][jaz_blu]1945__3.json,irmas-openl3/[tru][jaz_blu]1945__3.npz
1433,2,pia,jaz_blu,irmas-vggish/160__[pia][nod][jaz_blu]1433__2.json,irmas-openl3/160__[pia][nod][jaz_blu]1433__2.npz
1433,2,nod,jaz_blu,irmas-vggish/160__[pia][nod][jaz_blu]1433__2.json,irmas-openl3/160__[pia][nod][jaz_blu]1433__2.npz
1607,1,sax,pop_roc,irmas-vggish/[sax][pop_roc]1607__1.json,irmas-openl3/[sax][pop_roc]1607__1.npz
0366,3,flu,cla,irmas-vggish/[flu][cla]0366__3.json,irmas-openl3/[flu][cla]0366__3.npz
0163,1,cla,cla,irmas-vggish/[cla][cla]0163__1.json,irmas-openl3/[cla][cla]0163__1.npz
1929,3,tru,cla,irmas-vggish/[tru][cla]1929__3.json,irmas-openl3/[tru][cla]1929__3.npz
1218,1,org,pop_roc,irmas-vggish/[org][pop_roc]1218__1.json,irmas-openl3/[org][pop_roc]1218__1.npz
0663,1,gac,cla,irmas-vggish/[gac][cla]0663__1.json,irmas-openl3/[gac][cla]0663__1.npz
0815,1,gel,jaz_blu,irmas-vggish/171__[gel][dru][jaz_blu]0815__1.json,irmas-openl3/171__[gel][dru][jaz_blu]0815__1.npz
0815,1,dru,jaz_blu,irmas-vggish/171__[gel][dru][jaz_blu]0815__1.json,irmas-openl3/171__[gel][dru][jaz_blu]0815__1.npz
2083,1,vio,cla,irmas-vggish/[vio][cla]2083__1.json,irmas-openl3/[vio][cla]2083__1.npz
2333,3,voi,pop_roc,irmas-vggish/[voi][pop_roc]2333__3.json,irmas-openl3/[voi][pop_roc]2333__3.npz
0586,2,gac,cla,irmas-vggish/[gac][cla]0586__2.json,irmas-openl3/[gac][cla]0586__2.npz
1085,2,org,pop_roc,irmas-vggish/[org][pop_roc]1085__2.json,irmas-openl3/[org][pop_roc]1085__2.npz
0785,3,gel,jaz_blu,irmas-vggish/036__[gel][dru][jaz_blu]0785__3.json,irmas-openl3/036__[gel][dru][jaz_blu]0785__3.npz
0785,3,dru,jaz_blu,irmas-vggish/036__[gel][dru][jaz_blu]0785__3.json,irmas-openl3/036__[gel][dru][jaz_blu]0785__3.npz
1039,3,org,jaz_blu,irmas-vggish/[org][jaz_blu]1039__3.json,irmas-openl3/[org][jaz_blu]1039__3.npz
0578,1,gac,pop_roc,irmas-vggish/[gac][pop_roc]0578__1.json,irmas-openl3/[gac][pop_roc]0578__1.npz
2324,1,voi,pop_roc,irmas-vggish/242__[voi][dru][pop_roc]2324__1.json,irmas-openl3/242__[voi][dru][pop_roc]2324__1.npz
2324,1,dru,pop_roc,irmas-vggish/242__[voi][dru][pop_roc]2324__1.json,irmas-openl3/242__[voi][dru][pop_roc]2324__1.npz
1581,1,sax,jaz_blu,irmas-vggish/[sax][jaz_blu]1581__1.json,irmas-openl3/[sax][jaz_blu]1581__1.npz
1939,3,tru,cla,irmas-vggish/[tru][cla]1939__3.json,irmas-openl3/[tru][cla]1939__3.npz
0596,2,gac,cla,irmas-vggish/[gac][cla]0596__2.json,irmas-openl3/[gac][cla]0596__2.npz
0757,1,gel,cou_fol,irmas-vggish/209__[gel][nod][cou_fol]0757__1.json,irmas-openl3/209__[gel][nod][cou_fol]0757__1.npz
0757,1,nod,cou_fol,irmas-vggish/209__[gel][nod][cou_fol]0757__1.json,irmas-openl3/209__[gel][nod][cou_fol]0757__1.npz
1095,2,org,pop_roc,irmas-vggish/[org][pop_roc]1095__2.json,irmas-openl3/[org][pop_roc]1095__2.npz
0774,3,gac,cou_fol,irmas-vggish/068__[gac][nod][cou_fol]0774__3.json,irmas-openl3/068__[gac][nod][cou_fol]0774__3.npz
0774,3,nod,cou_fol,irmas-vggish/068__[gac][nod][cou_fol]0774__3.json,irmas-openl3/068__[gac][nod][cou_fol]0774__3.npz
2395,3,voi,cou_fol,irmas-vggish/031__[voi][dru][cou_fol]2395__3.json,irmas-openl3/031__[voi][dru][cou_fol]2395__3.npz
2395,3,dru,cou_fol,irmas-vggish/031__[voi][dru][cou_fol]2395__3.json,irmas-openl3/031__[voi][dru][cou_fol]2395__3.npz
0878,3,gel,pop_roc,irmas-vggish/[gel][pop_roc]0878__3.json,irmas-openl3/[gel][pop_roc]0878__3.npz
2414,1,voi,cou_fol,irmas-vggish/207__[voi][dru][cou_fol]2414__1.json,irmas-openl3/207__[voi][dru][cou_fol]2414__1.npz
2414,1,dru,cou_fol,irmas-vggish/207__[voi][dru][cou_fol]2414__1.json,irmas-openl3/207__[voi][dru][cou_fol]2414__1.npz
1871,2,tru,jaz_blu,irmas-vggish/[tru][jaz_blu]1871__2.json,irmas-openl3/[tru][jaz_blu]1871__2.npz
0900,3,gel,pop_roc,irmas-vggish/[gel][pop_roc]0900__3.json,irmas-openl3/[gel][pop_roc]0900__3.npz
0823,3,gac,jaz_blu,irmas-vggish/045__[gac][nod][jaz_blu]0823__3.json,irmas-openl3/045__[gac][nod][jaz_blu]0823__3.npz
0823,3,nod,jaz_blu,irmas-vggish/045__[gac][nod][jaz_blu]0823__3.json,irmas-openl3/045__[gac][nod][jaz_blu]0823__3.npz
0273,3,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0273__3.json,irmas-openl3/[cla][jaz_blu]0273__3.npz
0868,3,gel,pop_roc,irmas-vggish/[gel][pop_roc]0868__3.json,irmas-openl3/[gel][pop_roc]0868__3.npz
0113,1,cel,cla,irmas-vggish/[cel][cla]0113__1.json,irmas-openl3/[cel][cla]0113__1.npz
1676,1,sax,cla,irmas-vggish/017__[sax][nod][cla]1676__1.json,irmas-openl3/017__[sax][nod][cla]1676__1.npz
1676,1,nod,cla,irmas-vggish/017__[sax][nod][cla]1676__1.json,irmas-openl3/017__[sax][nod][cla]1676__1.npz
2391,2,voi,cou_fol,irmas-vggish/066__[voi][dru][cou_fol]2391__2.json,irmas-openl3/066__[voi][dru][cou_fol]2391__2.npz
2391,2,dru,cou_fol,irmas-vggish/066__[voi][dru][cou_fol]2391__2.json,irmas-openl3/066__[voi][dru][cou_fol]2391__2.npz
1919,2,tru,jaz_blu,irmas-vggish/[tru][jaz_blu]1919__2.json,irmas-openl3/[tru][jaz_blu]1919__2.npz
0712,1,gac,cou_fol,irmas-vggish/150__[gac][nod][cou_fol]0712__1.json,irmas-openl3/150__[gac][nod][cou_fol]0712__1.npz
0712,1,nod,cou_fol,irmas-vggish/150__[gac][nod][cou_fol]0712__1.json,irmas-openl3/150__[gac][nod][cou_fol]0712__1.npz
1571,1,sax,pop_roc,irmas-vggish/[sax][pop_roc]1571__1.json,irmas-openl3/[sax][pop_roc]1571__1.npz
1740,3,sax,jaz_blu,irmas-vggish/[sax][jaz_blu]1740__3.json,irmas-openl3/[sax][jaz_blu]1740__3.npz
0090,2,cel,pop_roc,irmas-vggish/[cel][pop_roc]0090__2.json,irmas-openl3/[cel][pop_roc]0090__2.npz
0838,2,gel,pop_roc,irmas-vggish/096__[gel][dru][pop_roc]0838__2.json,irmas-openl3/096__[gel][dru][pop_roc]0838__2.npz
0838,2,dru,pop_roc,irmas-vggish/096__[gel][dru][pop_roc]0838__2.json,irmas-openl3/096__[gel][dru][pop_roc]0838__2.npz
2383,1,voi,cou_fol,irmas-vggish/093__[voi][nod][cou_fol]2383__1.json,irmas-openl3/093__[voi][nod][cou_fol]2383__1.npz
2383,1,nod,cou_fol,irmas-vggish/093__[voi][nod][cou_fol]2383__1.json,irmas-openl3/093__[voi][nod][cou_fol]2383__1.npz
1751,1,sax,cla,irmas-vggish/[sax][cla]1751__1.json,irmas-openl3/[sax][cla]1751__1.npz
1065,2,org,jaz_blu,irmas-vggish/[org][jaz_blu]1065__2.json,irmas-openl3/[org][jaz_blu]1065__2.npz
1638,3,sax,jaz_blu,irmas-vggish/[sax][jaz_blu]1638__3.json,irmas-openl3/[sax][jaz_blu]1638__3.npz
0598,1,gac,jaz_blu,irmas-vggish/[gac][jaz_blu]0598__1.json,irmas-openl3/[gac][jaz_blu]0598__1.npz
0676,2,gel,cou_fol,irmas-vggish/103__[gel][dru][cou_fol]0676__2.json,irmas-openl3/103__[gel][dru][cou_fol]0676__2.npz
0676,2,dru,cou_fol,irmas-vggish/103__[gel][dru][cou_fol]0676__2.json,irmas-openl3/103__[gel][dru][cou_fol]0676__2.npz
0962,2,gel,pop_roc,irmas-vggish/150__[gel][dru][pop_roc]0962__2.json,irmas-openl3/150__[gel][dru][pop_roc]0962__2.npz
0962,2,dru,pop_roc,irmas-vggish/150__[gel][dru][pop_roc]0962__2.json,irmas-openl3/150__[gel][dru][pop_roc]0962__2.npz
1639,1,sax,cla,irmas-vggish/[sax][cla]1639__1.json,irmas-openl3/[sax][cla]1639__1.npz
1398,1,pia,cla,irmas-vggish/027__[pia][nod][cla]1398__1.json,irmas-openl3/027__[pia][nod][cla]1398__1.npz
1398,1,nod,cla,irmas-vggish/027__[pia][nod][cla]1398__1.json,irmas-openl3/027__[pia][nod][cla]1398__1.npz
0972,3,gel,pop_roc,irmas-vggish/193__[gel][dru][pop_roc]0972__3.json,irmas-openl3/193__[gel][dru][pop_roc]0972__3.npz
0972,3,dru,pop_roc,irmas-vggish/193__[gel][dru][pop_roc]0972__3.json,irmas-openl3/193__[gel][dru][pop_roc]0972__3.npz
0187,3,cla,pop_roc,irmas-vggish/[cla][pop_roc]0187__3.json,irmas-openl3/[cla][pop_roc]0187__3.npz
2011,1,tru,cla,irmas-vggish/[tru][cla]2011__1.json,irmas-openl3/[tru][cla]2011__1.npz
1907,2,tru,cla,irmas-vggish/[tru][cla]1907__2.json,irmas-openl3/[tru][cla]1907__2.npz
0856,2,gel,pop_roc,irmas-vggish/026__[gel][dru][pop_roc]0856__2.json,irmas-openl3/026__[gel][dru][pop_roc]0856__2.npz
0856,2,dru,pop_roc,irmas-vggish/026__[gel][dru][pop_roc]0856__2.json,irmas-openl3/026__[gel][dru][pop_roc]0856__2.npz
0217,3,cla,cla,irmas-vggish/152__[cla][nod][cla]0217__3.json,irmas-openl3/152__[cla][nod][cla]0217__3.npz
0217,3,nod,cla,irmas-vggish/152__[cla][nod][cla]0217__3.json,irmas-openl3/152__[cla][nod][cla]0217__3.npz
1918,1,tru,pop_roc,irmas-vggish/[tru][pop_roc]1918__1.json,irmas-openl3/[tru][pop_roc]1918__1.npz
0057,2,cel,cla,irmas-vggish/119__[cel][nod][cla]0057__2.json,irmas-openl3/119__[cel][nod][cla]0057__2.npz
0057,2,nod,cla,irmas-vggish/119__[cel][nod][cla]0057__2.json,irmas-openl3/119__[cel][nod][cla]0057__2.npz
0267,1,cla,cla,irmas-vggish/[cla][cla]0267__1.json,irmas-openl3/[cla][cla]0267__1.npz
1723,1,sax,cla,irmas-vggish/[sax][cla]1723__1.json,irmas-openl3/[sax][cla]1723__1.npz
2418,3,voi,cou_fol,irmas-vggish/238__[voi][nod][cou_fol]2418__3.json,irmas-openl3/238__[voi][nod][cou_fol]2418__3.npz
2418,3,nod,cou_fol,irmas-vggish/238__[voi][nod][cou_fol]2418__3.json,irmas-openl3/238__[voi][nod][cou_fol]2418__3.npz
2548,2,voi,pop_roc,irmas-vggish/[voi][pop_roc]2548__2.json,irmas-openl3/[voi][pop_roc]2548__2.npz
0201,3,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0201__3.json,irmas-openl3/[cla][jaz_blu]0201__3.npz
0589,2,gac,pop_roc,irmas-vggish/[gac][pop_roc]0589__2.json,irmas-openl3/[gac][pop_roc]0589__2.npz
1064,1,org,pop_roc,irmas-vggish/[org][pop_roc]1064__1.json,irmas-openl3/[org][pop_roc]1064__1.npz
0033,2,cel,cla,irmas-vggish/032__[cel][nod][cla]0033__2.json,irmas-openl3/032__[cel][nod][cla]0033__2.npz
0033,2,nod,cla,irmas-vggish/032__[cel][nod][cla]0033__2.json,irmas-openl3/032__[cel][nod][cla]0033__2.npz
0019,1,cel,cla,irmas-vggish/[cel][cla]0019__1.json,irmas-openl3/[cel][cla]0019__1.npz
2130,1,vio,pop_roc,irmas-vggish/[vio][pop_roc]2130__1.json,irmas-openl3/[vio][pop_roc]2130__1.npz
2365,3,voi,cou_fol,irmas-vggish/225__[voi][nod][cou_fol]2365__3.json,irmas-openl3/225__[voi][nod][cou_fol]2365__3.npz
2365,3,nod,cou_fol,irmas-vggish/225__[voi][nod][cou_fol]2365__3.json,irmas-openl3/225__[voi][nod][cou_fol]2365__3.npz
0599,2,gac,pop_roc,irmas-vggish/[gac][pop_roc]0599__2.json,irmas-openl3/[gac][pop_roc]0599__2.npz
2427,3,voi,cou_fol,irmas-vggish/112__[voi][dru][cou_fol]2427__3.json,irmas-openl3/112__[voi][dru][cou_fol]2427__3.npz
2427,3,dru,cou_fol,irmas-vggish/112__[voi][dru][cou_fol]2427__3.json,irmas-openl3/112__[voi][dru][cou_fol]2427__3.npz
2120,1,vio,pop_roc,irmas-vggish/[vio][pop_roc]2120__1.json,irmas-openl3/[vio][pop_roc]2120__1.npz
0704,1,gac,pop_roc,irmas-vggish/[gac][pop_roc]0704__1.json,irmas-openl3/[gac][pop_roc]0704__1.npz
0158,1,cla,pop_roc,irmas-vggish/[cla][pop_roc]0158__1.json,irmas-openl3/[cla][pop_roc]0158__1.npz
0535,3,gac,jaz_blu,irmas-vggish/[gac][jaz_blu]0535__3.json,irmas-openl3/[gac][jaz_blu]0535__3.npz
0348,2,flu,cla,irmas-vggish/[flu][cla]0348__2.json,irmas-openl3/[flu][cla]0348__2.npz
0012,2,cel,jaz_blu,irmas-vggish/[cel][jaz_blu]0012__2.json,irmas-openl3/[cel][jaz_blu]0012__2.npz
0167,3,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0167__3.json,irmas-openl3/[cla][jaz_blu]0167__3.npz
0439,3,flu,cla,irmas-vggish/[flu][cla]0439__3.json,irmas-openl3/[flu][cla]0439__3.npz
0177,3,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0177__3.json,irmas-openl3/[cla][jaz_blu]0177__3.npz
1487,3,pia,jaz_blu,irmas-vggish/[pia][jaz_blu]1487__3.json,irmas-openl3/[pia][jaz_blu]1487__3.npz
0413,1,flu,cou_fol,irmas-vggish/051__[flu][nod][cou_fol]0413__1.json,irmas-openl3/051__[flu][nod][cou_fol]0413__1.npz
0413,1,nod,cou_fol,irmas-vggish/051__[flu][nod][cou_fol]0413__1.json,irmas-openl3/051__[flu][nod][cou_fol]0413__1.npz
